Date,Open,High,Low,Close,Volume
2020-01-02,6140.126421082695,6242.951504689343,6110.74782576651,6228.26220703125,9266237
2020-01-03,6301.708359374999,6316.397656249999,6228.261875,6242.951171875,11305525
2020-01-06,6213.572617560411,6228.26191452864,6154.8154296875,6154.8154296875,8485959
2020-01-07,6169.5048828125,6213.572774832589,6125.43699079241,6169.5048828125,8729589
2020-01-08,6110.747735507247,6169.504925271739,6081.369140625,6081.369140625,13672241
2020-01-09,6154.815254555745,6213.572440756755,6096.058068354736,6184.19384765625,10727403
2020-01-10,6213.573041398949,6360.466021101051,6213.573041398949,6287.01953125,27949573
2020-01-13,6301.708516725352,6345.776408450704,6242.9513277582155,6257.640625,9502447
2020-01-14,6257.640758993459,6360.465841887718,6242.9514614371365,6316.39794921875,14823437
2020-01-15,6316.397793287442,6345.776387674825,6301.70849609375,6301.70849609375,11792381
2020-01-16,6331.087335759943,6507.358908913352,6316.398037997159,6463.291015625,26569321
2020-01-17,6477.980313387784,6536.73750443892,6433.912420099432,6463.291015625,15790686
2020-01-20,6463.291015625,6492.669611150568,6419.223122336648,6463.291015625,14013855
2020-01-21,6492.669371881929,6639.562344096453,6477.980074660477,6624.873046875,17174223
2020-01-22,6624.873067583356,6639.562364850725,6566.1158785138805,6580.80517578125,17911016
2020-01-30,6433.91203125,6492.669218749999,6228.261875,6242.951171875,30108380
2020-01-31,6184.194043673002,6331.087013831506,6110.74755859375,6110.74755859375,26230890
2020-02-03,5919.78675666078,6110.747619778869,5728.82589354269,5978.5439453125,46900890
2020-02-04,6066.679781000666,6331.087132230718,5919.78680809508,6213.57275390625,31210627
2020-02-05,6287.019240359043,6345.776429521277,6184.194159325133,6213.57275390625,26136947
2020-02-06,6213.572824460651,6463.290881235665,6140.126337173881,6404.53369140625,42819296
2020-02-07,6389.844617041472,6404.533915011682,6287.01953125,6287.01953125,26182470
2020-02-10,6198.883477492559,6257.640666852678,6154.81558547247,6169.5048828125,22874085
2020-02-11,6198.883611715065,6257.640802347435,6184.194314056972,6228.26220703125,14737839
2020-02-12,6301.70814651595,6433.911813925375,6257.640257379475,6360.46533203125,36036393
2020-02-13,6331.087425160631,6389.844617041472,6272.330233279789,6287.01953125,21405024
2020-02-14,6345.776346982759,6433.912129579741,6331.087049883262,6389.84423828125,29541866
2020-02-17,6463.290859908884,6522.04804954442,6404.533670273348,6448.6015625,31769914
2020-02-18,6477.980020878233,6492.66931797773,6375.154941181753,6389.84423828125,22003342
2020-02-19,6389.844258626303,6404.533555772569,6316.397772894966,6345.7763671875,15151654
2020-02-20,6404.533221167725,6433.911813925375,6345.776035652425,6360.46533203125,19853186
2020-02-21,6375.155183612176,6375.155183612176,6213.572909373158,6228.26220703125,30685060
2020-02-24,6081.369228078359,6110.747823383085,5905.09765625,5905.09765625,39476481
2020-02-25,5875.7188063401445,6110.74755859375,5831.650915292594,6110.74755859375,38787528
2020-02-26,5978.543925066692,6140.126193311738,5978.543925066692,6022.61181640625,16858395
2020-02-27,6037.3009003999705,6140.1259765625,6007.922307210676,6140.1259765625,13158940
2020-02-28,6022.611502853095,6096.057984595205,5978.543613807828,5993.23291015625,23252425
2020-03-02,6022.611950860508,6110.747735507247,6007.922653419384,6081.369140625,16248534
2020-03-03,6184.193866346442,6213.572459535736,6110.747383373206,6140.1259765625,21294436
2020-03-04,6110.747891566265,6125.43718938253,6051.990700301205,6096.05859375,16118316
2020-03-05,6140.126172820823,6154.815469884988,6066.6796875,6066.6796875,14674779
2020-03-06,6022.611796307506,6081.368984564165,5993.233202179176,6066.6796875,13764963
2020-03-09,5743.515177303166,5846.340257203734,5655.37939453125,5655.37939453125,43187973
2020-03-10,5552.554006710999,5743.514858793652,5508.486117768848,5626.00048828125,23038202
2020-03-11,5714.136734847184,5728.826032366072,5258.768511761676,5346.904296875,28943555
2020-03-12,5111.875553097345,5170.632743362832,4979.671875,4979.671875,51983323
2020-03-13,4656.507308513797,5258.768506144919,4641.8180110106,5023.73974609375,43034563
2020-03-16,5038.428970661569,5082.496862533245,4818.089511303192,4832.77880859375,14771693
2020-03-17,4700.574943862275,4906.22509765625,4627.128460364427,4906.22509765625,31970120
2020-03-18,4979.671941583807,4979.671941583807,4847.46826171875,4847.46826171875,20845935
2020-03-19,4759.332207152562,4818.089394895186,4700.575019409937,4729.95361328125,17452350
2020-03-20,4744.642594909668,4788.710482788086,4685.8854110717775,4700.57470703125,14727820
2020-03-23,4465.54642932047,4583.06080903943,4377.41064453125,4377.41064453125,46250928
2020-03-24,4406.788923933699,4406.788923933699,4245.206663389464,4348.03173828125,25505875
2020-03-25,4494.924920127795,4597.75,4421.478434504793,4597.75,25091472
2020-03-26,4553.6821921719265,4568.37148956603,4421.478515625,4421.478515625,15938208
2020-03-27,4436.167878451412,4450.857176062179,4259.896307122217,4289.27490234375,18273351
2020-03-30,4113.003145105698,4142.38173899931,3995.48876953125,3995.48876953125,29789463
2020-03-31,4054.2460469038283,4142.381830532173,3863.2851823757496,3980.799560546875,19968903
2020-04-01,3951.420951548794,4201.139004248904,3922.042357113487,4186.44970703125,23000415
2020-04-03,4201.13862221928,4392.099468683792,4186.449326337394,4333.34228515625,17213145
2020-04-06,4465.546626984127,4627.12890625,4450.857328869048,4627.12890625,26005902
2020-04-07,4744.642930177311,4759.332227174765,4612.439257200235,4685.8857421875,40901157
2020-04-08,4553.682262639331,4656.507345989252,4524.303667396497,4612.439453125,19491248
2020-04-09,4700.575059335443,4729.953653456289,4612.439276972903,4641.81787109375,23329280
2020-04-10,4641.818070488343,4685.8859635626,4538.992986648412,4568.37158203125,26800621
2020-04-13,4568.371713789683,4715.264694940476,4553.682415674603,4627.12890625,20897176
2020-04-14,4700.574882075472,4700.574882075472,4553.681917010613,4671.1962890625,22951040
2020-04-15,4700.575305810397,4847.468284116972,4671.196710149083,4803.400390625,33533698
2020-04-16,4774.02177290483,4847.46826171875,4700.575284090909,4847.46826171875,17820473
2020-04-17,4906.225539981618,5038.429222196692,4876.846943933824,4994.361328125,24634369
2020-04-20,4994.360718140015,5038.428606829486,4876.846348301427,4891.53564453125,37877456
2020-04-21,4818.08945686901,4832.778753993611,4597.75,4597.75,36143880
2020-04-22,4480.2355653750965,4744.642910216906,4480.2355653750965,4729.95361328125,20962720
2020-04-23,4818.089553502322,4832.778850921536,4715.264471567822,4744.64306640625,15010541
2020-04-24,4700.574863707165,4744.64275305442,4671.196270808995,4715.26416015625,14071522
2020-04-27,4729.953834096337,4759.332429339172,4612.439453125,4612.439453125,17994666
2020-04-28,4641.81787109375,4685.885762275019,4583.060682852057,4641.81787109375,10400068
2020-04-29,4671.196445190047,4729.953633179859,4656.507148192594,4685.8857421875,10682911
2020-05-04,4685.885919324231,4715.264514429712,4656.50732421875,4656.50732421875,8023069
2020-05-05,4671.196465214596,4685.885762275019,4597.74997991248,4641.81787109375,8928975
2020-05-06,4671.196445190047,4700.575039184953,4612.439257200235,4685.8857421875,12935677
2020-05-07,4685.885856019939,4803.4002348542945,4685.885856019939,4788.7109375,20287070
2020-05-08,4818.089490775602,4994.361057511295,4818.089490775602,4876.8466796875,46504378
2020-05-11,4964.982599167597,4994.361194428943,4847.46821812221,4935.60400390625,48365539
2020-05-12,4935.60378815407,5053.1181640625,4876.846600199855,5053.1181640625,38841513
2020-05-13,5111.875312499999,5185.321796875,4994.3609375,5141.25390625,35891605
2020-05-14,5082.49658203125,5155.943064430546,5023.739396111813,5082.49658203125,24525287
2020-05-15,5111.875553097345,5126.564850663716,4979.671875,4979.671875,26184256
2020-05-18,4979.671698875092,5023.73959001558,4935.603807734605,5009.05029296875,15588134
2020-05-19,5111.87548828125,5141.254083041487,5067.807596140894,5111.87548828125,32864457
2020-05-20,5067.807285551391,5111.875174990968,5038.428692591673,5082.49658203125,13853294
2020-05-21,5097.18632368608,5185.322110262784,5067.807728160511,5170.6328125,28403391
2020-05-22,5141.253609035326,5185.321497112772,5053.117832880434,5067.80712890625,25384402
2020-05-25,5067.807285551391,5126.564471470827,5053.117989071532,5082.49658203125,14780115
2020-05-26,5111.875621448864,5170.6328125,5097.18632368608,5170.6328125,31901105
2020-05-27,5229.3895468298415,5229.3895468298415,5082.49658203125,5082.49658203125,38110022
2020-05-28,5097.185878511109,5141.253767950687,5067.807285551391,5082.49658203125,11186266
2020-05-29,5082.496758039608,5082.496758039608,5038.428867073946,5053.1181640625,14845580
2020-06-01,5067.807535123424,5302.836290375525,5067.807535123424,5244.0791015625,56949496
2020-06-02,5288.146658956006,5376.282436605273,5258.76806640625,5258.76806640625,45686566
2020-06-03,5288.147128202908,5317.525723359591,5258.7685330462255,5302.83642578125,18185212
2020-06-04,5332.214864095053,5376.2827555338545,5288.14697265625,5288.14697265625,31375998
2020-06-05,5273.457362681128,5288.146658956006,5229.389473856494,5258.76806640625,22508348
2020-06-08,5332.214687284185,5376.28257726174,5302.836093965815,5317.525390625,27429964
2020-06-09,5332.214687284185,5346.90398394337,5302.836093965815,5317.525390625,21704983
2020-06-10,5302.836190828713,5537.864941668767,5273.457596973706,5464.41845703125,33481694
2020-06-11,5493.79703125,5537.864921875,5141.25390625,5141.25390625,32051067
2020-06-12,5023.739985393059,5185.322265625,5023.739985393059,5185.322265625,34676667
2020-06-15,5200.011500459559,5214.700798483456,4964.9827320772065,4994.361328125,29345987
2020-06-16,5067.807596140894,5141.254083041487,5038.429001380658,5111.87548828125,20739422
2020-06-17,5111.875174990968,5141.253767950687,5067.807285551391,5082.49658203125,9739571
2020-06-18,5097.185878511109,5111.875174990968,5053.117989071532,5082.49658203125,12083686
2020-06-19,5111.875312499999,5141.25390625,5082.49671875,5141.25390625,10120539
2020-06-22,5155.943203125,5214.700390625,5126.564609375,5141.25390625,8530224
2020-06-23,5141.25390625,5185.321796875,5126.564609375,5141.25390625,28733653
2020-06-24,5170.632656695157,5229.389845975784,5141.254062054843,5155.943359375,18665244
2020-06-25,5111.875332087536,5126.5646290188215,5082.496738224963,5097.18603515625,8810730
2020-06-26,5126.5646290188215,5141.253925950108,5067.807441293678,5097.18603515625,6502194
2020-06-29,5053.118045252225,5082.496638538575,4920.91437546365,4950.29296875,19451179
2020-06-30,4994.361057511295,5023.739651967244,4862.157382459525,4876.8466796875,11056009
2020-07-01,4891.535936344305,4964.982421875,4876.846639238165,4964.982421875,39777182
2020-07-02,4964.982265393175,4979.67156203635,4920.91437546365,4950.29296875,8547396
2020-07-03,4964.982265393175,4979.67156203635,4935.603672106825,4950.29296875,4037551
2020-07-06,4964.9827320772065,5038.429222196692,4950.293434053309,4994.361328125,10963062
2020-07-07,5038.429043596948,5053.118341100147,4994.361151087353,5023.73974609375,18691763
2020-07-08,5009.050117870809,5053.118007470845,5009.050117870809,5038.4287109375,5907489
2020-07-09,5067.807267415831,5141.253749552292,5053.117970988538,5126.564453125,12286494
2020-07-10,5111.875016983696,5111.875016983696,5053.117832880434,5067.80712890625,7489848
2020-07-13,5067.807461051054,5111.875352016716,5038.428867073946,5053.1181640625,8205226
2020-07-14,5038.4287109375,5053.118007470845,4994.360821337464,5038.4287109375,12931199
2020-07-15,5082.49658203125,5111.875174990968,5053.117989071532,5082.49658203125,9564990
2020-07-16,5141.25390625,5141.25390625,5082.49671875,5141.25390625,12306336
2020-07-17,5141.25390625,5155.943203125,5111.875312499999,5141.25390625,15312381
2020-07-20,5141.2539459938225,5155.943242982376,5053.1181640625,5053.1181640625,9939844
2020-07-21,5082.49658203125,5082.49658203125,5038.428692591673,5082.49658203125,13226524
